region,state,date,case_day,cases,death_day,deaths,day,%var_case_day,%var_death_day,avg7_cases,avg7_deaths,perc_death,avg7_perc_death
Centro-Oeste,GO,2020-04-15,20,304,0,15,34,-60.78,0.0,20.0,1.0,4.93,5.09
Centro-Oeste,GO,2020-04-16,14,318,1,16,35,-30.0,0.0,19.0,1.0,5.03,5.25
Centro-Oeste,GO,2020-04-17,17,335,0,16,36,21.43,-100.0,20.0,1.0,4.78,5.34
Centro-Oeste,GO,2020-04-18,43,378,2,18,37,152.94,0.0,24.0,1.0,4.76,5.33
Centro-Oeste,GO,2020-04-19,15,393,0,18,38,-65.12,-100.0,23.0,0.0,4.58,5.11
Centro-Oeste,GO,2020-04-20,10,403,1,19,39,-33.33,0.0,24.0,0.0,4.71,4.87
Centro-Oeste,GO,2020-04-21,18,421,0,19,40,80.0,-100.0,19.0,0.0,4.51,4.76
Centro-Oeste,GO,2020-04-22,17,438,2,21,41,-5.56,0.0,19.0,0.0,4.79,4.74
Centro-Oeste,GO,2020-04-23,15,453,2,23,42,-11.76,0.0,19.0,1.0,5.08,4.74
Centro-Oeste,GO,2020-04-24,33,486,1,24,43,120.0,-50.0,21.0,1.0,4.94,4.77
Centro-Oeste,GO,2020-04-25,20,506,1,25,44,-39.39,0.0,18.0,1.0,4.94,4.79
Centro-Oeste,GO,2020-04-26,67,573,0,25,45,235.0,-100.0,25.0,1.0,4.36,4.76
Centro-Oeste,GO,2020-04-27,43,616,1,26,46,-35.82,0.0,30.0,1.0,4.22,4.69
Centro-Oeste,GO,2020-04-28,45,661,1,27,47,4.65,0.0,34.0,1.0,4.08,4.63
Centro-Oeste,GO,2020-04-29,44,705,0,27,48,-2.22,-100.0,38.0,0.0,3.83,4.49
Centro-Oeste,GO,2020-04-30,76,781,2,29,49,72.73,0.0,46.0,0.0,3.71,4.3
Centro-Oeste,GO,2020-05-01,27,808,0,29,50,-64.47,-100.0,46.0,0.0,3.59,4.1
Centro-Oeste,GO,2020-05-02,17,825,1,30,51,-37.04,0.0,45.0,0.0,3.64,3.92
Centro-Oeste,DF,2020-03-07,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-08,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-09,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-10,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-11,1,2,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-12,0,2,0,0,6,-100.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-13,0,2,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-14,4,6,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-15,2,8,0,0,9,-50.0,0.0,1.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-16,5,13,0,0,10,150.0,0.0,1.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-17,9,22,0,0,11,80.0,0.0,3.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-18,4,26,0,0,12,-55.56,0.0,3.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-19,16,42,0,0,13,300.0,0.0,5.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-20,45,87,0,0,14,181.25,0.0,12.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-21,13,100,0,0,15,-71.11,0.0,13.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-22,17,117,0,0,16,30.77,0.0,15.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-23,16,133,0,0,17,-5.88,0.0,17.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-24,27,160,0,0,18,68.75,0.0,19.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-25,0,160,0,0,19,-100.0,0.0,19.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-26,40,200,0,0,20,0.0,0.0,22.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-27,30,230,0,0,21,-25.0,0.0,20.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-28,30,260,0,0,22,0.0,0.0,22.0,0.0,0.0,0.0
Centro-Oeste,DF,2020-03-29,29,289,1,1,23,-3.33,0.0,24.0,0.0,0.35,0.05
Centro-Oeste,DF,2020-03-30,23,312,0,1,24,-20.69,-100.0,25.0,0.0,0.32,0.1
Centro-Oeste,DF,2020-03-31,20,332,2,3,25,-13.04,0.0,24.0,0.0,0.9,0.22
Centro-Oeste,DF,2020-04-01,23,355,0,3,26,15.0,-100.0,27.0,0.0,0.85,0.35
Centro-Oeste,DF,2020-04-02,15,370,1,4,27,-34.78,0.0,24.0,0.0,1.08,0.5
Centro-Oeste,DF,2020-04-03,32,402,1,5,28,113.33,0.0,24.0,0.0,1.24,0.68
Centro-Oeste,DF,2020-04-04,52,454,2,7,29,62.5,100.0,27.0,1.0,1.54,0.9
Centro-Oeste,DF,2020-04-05,14,468,0,7,30,-73.08,-100.0,25.0,0.0,1.5,1.06
Centro-Oeste,DF,2020-04-06,5,473,3,10,31,-64.29,0.0,23.0,1.0,2.11,1.32
Centro-Oeste,DF,2020-04-07,19,492,2,12,32,280.0,-33.33,22.0,1.0,2.44,1.54
Centro-Oeste,DF,2020-04-08,17,509,0,12,33,-10.53,-100.0,22.0,1.0,2.36,1.75
Centro-Oeste,DF,2020-04-09,18,527,1,13,34,5.88,0.0,22.0,1.0,2.47,1.95
Centro-Oeste,DF,2020-04-10,28,555,1,14,35,55.56,0.0,21.0,1.0,2.52,2.13
Centro-Oeste,DF,2020-04-11,24,579,0,14,36,-14.29,-100.0,17.0,1.0,2.42,2.26
Centro-Oeste,DF,2020-04-12,35,614,0,14,37,45.83,0.0,20.0,1.0,2.28,2.37
Centro-Oeste,DF,2020-04-13,24,638,1,15,38,-31.43,0.0,23.0,0.0,2.35,2.41
Centro-Oeste,DF,2020-04-14,13,651,2,17,39,-45.83,100.0,22.0,0.0,2.61,2.43
Centro-Oeste,DF,2020-04-15,31,682,0,17,40,138.46,-100.0,24.0,0.0,2.49,2.45
Centro-Oeste,DF,2020-04-16,34,716,3,20,41,9.68,0.0,27.0,1.0,2.79,2.49
Centro-Oeste,DF,2020-04-17,30,746,0,20,42,-11.76,-100.0,27.0,0.0,2.68,2.52
Centro-Oeste,DF,2020-04-18,16,762,4,24,43,-46.67,0.0,26.0,1.0,3.15,2.62
Centro-Oeste,DF,2020-04-19,65,827,0,24,44,306.25,-100.0,30.0,1.0,2.9,2.71
Centro-Oeste,DF,2020-04-20,45,872,0,24,45,-30.77,0.0,33.0,1.0,2.75,2.77
Centro-Oeste,DF,2020-04-21,9,881,0,24,46,-80.0,0.0,32.0,1.0,2.72,2.78
Centro-Oeste,DF,2020-04-22,65,946,1,25,47,622.22,0.0,37.0,1.0,2.64,2.8
Centro-Oeste,DF,2020-04-23,17,963,0,25,48,-73.85,-100.0,35.0,0.0,2.6,2.78
Centro-Oeste,DF,2020-04-24,26,989,1,26,49,52.94,0.0,34.0,0.0,2.63,2.77
Centro-Oeste,DF,2020-04-25,24,1013,0,26,50,-7.69,-100.0,35.0,0.0,2.57,2.69
Centro-Oeste,DF,2020-04-26,53,1066,1,27,51,120.83,0.0,34.0,0.0,2.53,2.63
Centro-Oeste,DF,2020-04-27,80,1146,0,27,52,50.94,-100.0,39.0,0.0,2.36,2.58
Centro-Oeste,DF,2020-04-28,67,1213,1,28,53,-16.25,0.0,47.0,0.0,2.31,2.52
Centro-Oeste,DF,2020-04-29,62,1275,0,28,54,-7.46,-100.0,47.0,0.0,2.2,2.46
Centro-Oeste,DF,2020-04-30,81,1356,2,30,55,30.65,0.0,56.0,0.0,2.21,2.4
Centro-Oeste,DF,2020-05-01,110,1466,0,30,56,35.8,-100.0,68.0,0.0,2.05,2.32
Centro-Oeste,DF,2020-05-02,100,1566,1,31,57,-9.09,0.0,79.0,0.0,1.98,2.23
